Alim_T_out_exp,Alim_T_out_phy,Alim_T_out_hrnn_oof,Ref_T_out_exp,Ref_T_out_phy,Ref_T_out_hrnn_oof,Flux_exp,Flux_phy,Flux_hrnn_oof
34.1634,35.58165103,33.55435562133789,64.729,64.48211605,64.80665588378906,1.123,1.12400308,1.0830484628677368
34.0391,35.39782135,33.37177658081055,64.6666,64.45815474,64.82648468017578,1.1098,1.128390273,1.0872821807861328
35.7794,37.38469101,35.17059326171875,63.3489,62.65111545,63.37356948852539,1.598,1.615545302,1.6564005613327026
35.5309,37.25195841,35.0302734375,63.2641,62.58240094,63.351890563964844,1.6255,1.618195605,1.6643141508102417
35.8346,37.47653841,35.26927947998047,63.2954,62.62475328,63.3155403137207,1.598,1.608197185,1.6459789276123047
32.1167,34.45637189,32.31586837768555,64.4304,63.20340572,65.43614196777344,2.0988,2.082207314,2.061706066131592
32.0682,34.39976834,32.25831985473633,64.4082,63.1836339,65.43213653564453,2.0487,2.0846107,2.0616562366485596
31.9924,34.33135176,32.18708419799805,64.4112,63.17698651,65.44005584716797,2.0941,2.088181556,2.0623011589050293
30.7496,32.58066046,30.781471252441406,65.6165,64.84270863,66.34706115722656,1.4288,1.446792978,1.3685040473937988
30.7895,32.65235458,30.85077667236328,65.6175,64.89678613,66.34933471679688,1.4288,1.446493852,1.367142677307129
30.8799,32.71384508,30.911128997802734,65.6201,64.88634747,66.30323028564453,1.4288,1.443528981,1.362701416015625
32.2274,34.45072116,32.309627532958984,64.3159,63.20489591,65.44194030761719,2.0988,2.083461348,2.064077377319336
32.1619,34.32721654,32.17830276489258,64.3405,63.19077089,65.44988250732422,2.0941,2.089174052,2.06658935546875
32.1302,34.3522464,32.20570755004883,64.2812,63.15171067,65.40787506103516,2.0941,2.085251229,2.0631015300750732
31.3444,33.16042009,31.386714935302734,55.5079,54.37182844,56.60585403442383,1.4967,1.453865468,1.4212732315063477
31.2881,33.1092972,31.33262825012207,55.4588,54.33941726,56.624176025390625,1.4734,1.455449851,1.4199442863464355
31.3257,33.15850603,31.388633728027344,55.5026,54.33334232,56.56391143798828,1.4967,1.450518532,1.4167413711547852
30.4335,31.8340096,30.534610748291016,56.405,55.77388078,57.82735061645508,1.0255,1.009637574,0.9445456862449646
30.3533,31.70889116,30.418670654296875,56.402,55.74523453,57.87248229980469,1.0026,1.012248136,0.9446954727172852
30.2822,31.69825581,30.40888023376465,56.4023,55.73675833,57.8657341003418,1.0367,1.011586305,0.9435501098632812
31.8771,33.42874399,31.559104919433594,64.8127,64.04293748,64.7149658203125,1.149,1.169960571,1.2054308652877808
31.9615,33.48934068,31.612586975097656,64.8452,64.07723254,64.74076843261719,1.1365,1.169669684,1.201688528060913
31.9249,33.48686136,31.611330032348633,64.835,64.05429933,64.72203063964844,1.1645,1.168579129,1.2007310390472412
33.4242,35.44827441,33.289833068847656,63.416,62.04316809,63.47224426269531,1.654,1.674409108,1.7349085807800293
33.361,35.42126082,33.264713287353516,63.4483,62.04668086,63.484535217285156,1.7457,1.676862867,1.7373301982879639
33.3519,35.4406857,33.28165054321289,63.4357,62.04395414,63.47517395019531,1.6569,1.675034041,1.7362158298492432
32.2507,33.98172145,32.32977294921875,54.8449,53.44046015,55.261940002441406,1.149,1.128895359,1.1945397853851318
32.38,34.08553439,32.42595672607422,54.8331,53.47911558,55.26536560058594,1.1217,1.126224134,1.196291208267212
32.4041,34.08842478,32.42903137207031,54.7915,53.45640338,55.242401123046875,1.1365,1.124925329,1.1959699392318726
31.0132,32.38122156,31.031970977783203,55.7266,55.06819332,56.37379837036133,0.7864,0.7899918491,0.9058031439781189
31.0449,32.4483631,31.090909957885742,55.745,55.11338661,56.39426803588867,0.7851,0.7901863783,0.9045590162277222
31.0581,32.41173024,31.06184959411621,55.7275,55.07380801,56.36613082885742,0.7735,0.7893005832,0.9035300016403198
31.7147,33.40519123,31.543054580688477,64.6189,64.04062769,64.7099380493164,1.1776,1.171282527,1.206705093383789
31.7206,33.41984358,31.55794906616211,64.6026,64.00483993,64.68101501464844,1.1365,1.167563373,1.2018660306930542
